LspServer.UnturnedAssetFileLspServer | Starting LSP server...
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Swapping from Parallel to Serial
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Cancelling any outstanding requests (switch from parallel to serial)
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Completing existing request process type Parallel
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Queueing Serial:textDocument/didChange request for processing
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Starting: Processing notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Starting: Routing Notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Converting params for Notification textDocument/didChange to OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams
LspServer.Handlers.UnturnedAssetFileSyncHandler | Received didChangeTextDocument: file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finished: Routing Notification textDocument/didChange in 0ms
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Finished: Processing notification textDocument/didChange in 0ms
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finding descriptors for textDocument/didChange
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Found attributes 1, unturned-data-file::file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Looking for handler for descriptors textDocument/didChange
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Checking handler textDocument/didChange:LspServer.Handlers.UnturnedAssetFileSyncHandler
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Registration options OmniSharp.Extensions.LanguageServer.Protocol.Models.TextDocumentChangeRegistrationOptions
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Document Selector [unturned-data-file, **/*.{dat,asset}]
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Handler Selected: LspServer.Handlers.UnturnedAssetFileSyncHandler  via [unturned-data-file, **/*.{dat,asset}] (targeting OmniSharp.Extensions.JsonRpc.IJsonRpcNotificationHandler`1[[OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams, OmniSharp.Extensions.LanguageProtocol, Version=0.19.0.0, Culture=neutral, PublicKeyToken=6d868dff454e6022]])
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Queueing Serial:textDocument/didChange request for processing
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Starting: Processing notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Starting: Routing Notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Converting params for Notification textDocument/didChange to OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams
LspServer.Handlers.UnturnedAssetFileSyncHandler | Received didChangeTextDocument: file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finished: Routing Notification textDocument/didChange in 0ms
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Finished: Processing notification textDocument/didChange in 0ms
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finding descriptors for textDocument/didChange
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Found attributes 1, unturned-data-file::file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Looking for handler for descriptors textDocument/didChange
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Checking handler textDocument/didChange:LspServer.Handlers.UnturnedAssetFileSyncHandler
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Registration options OmniSharp.Extensions.LanguageServer.Protocol.Models.TextDocumentChangeRegistrationOptions
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Document Selector [unturned-data-file, **/*.{dat,asset}]
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Handler Selected: LspServer.Handlers.UnturnedAssetFileSyncHandler  via [unturned-data-file, **/*.{dat,asset}] (targeting OmniSharp.Extensions.JsonRpc.IJsonRpcNotificationHandler`1[[OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams, OmniSharp.Extensions.LanguageProtocol, Version=0.19.0.0, Culture=neutral, PublicKeyToken=6d868dff454e6022]])
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Queueing Serial:textDocument/didChange request for processing
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Starting: Processing notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Starting: Routing Notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Converting params for Notification textDocument/didChange to OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams
LspServer.Handlers.UnturnedAssetFileSyncHandler | Received didChangeTextDocument: file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finished: Routing Notification textDocument/didChange in 0ms
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Finished: Processing notification textDocument/didChange in 0ms
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finding descriptors for textDocument/didChange
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Found attributes 1, unturned-data-file::file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Looking for handler for descriptors textDocument/didChange
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Checking handler textDocument/didChange:LspServer.Handlers.UnturnedAssetFileSyncHandler
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Registration options OmniSharp.Extensions.LanguageServer.Protocol.Models.TextDocumentChangeRegistrationOptions
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Document Selector [unturned-data-file, **/*.{dat,asset}]
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Handler Selected: LspServer.Handlers.UnturnedAssetFileSyncHandler  via [unturned-data-file, **/*.{dat,asset}] (targeting OmniSharp.Extensions.JsonRpc.IJsonRpcNotificationHandler`1[[OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams, OmniSharp.Extensions.LanguageProtocol, Version=0.19.0.0, Culture=neutral, PublicKeyToken=6d868dff454e6022]])
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Queueing Serial:textDocument/didChange request for processing
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Starting: Processing notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Starting: Routing Notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Converting params for Notification textDocument/didChange to OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams
LspServer.Handlers.UnturnedAssetFileSyncHandler | Received didChangeTextDocument: file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finished: Routing Notification textDocument/didChange in 0ms
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Finished: Processing notification textDocument/didChange in 0ms
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finding descriptors for textDocument/completion
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Found attributes 1, unturned-data-file::file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Looking for handler for descriptors textDocument/completion
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Checking handler textDocument/completion:LspServer.Handlers.KeyCompletionHandler
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Registration options OmniSharp.Extensions.LanguageServer.Protocol.Models.CompletionRegistrationOptions
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Document Selector [unturned-data-file, **/*.{dat,asset}]
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Handler Selected: LspServer.Handlers.KeyCompletionHandler  via [unturned-data-file, **/*.{dat,asset}] (targeting OmniSharp.Extensions.JsonRpc.IJsonRpcRequestHandler`2[[OmniSharp.Extensions.LanguageServer.Protocol.Models.CompletionParams, OmniSharp.Extensions.LanguageProtocol, Version=0.19.0.0, Culture=neutral, PublicKeyToken=6d868dff454e6022],[OmniSharp.Extensions.LanguageServer.Protocol.Models.CompletionList, OmniSharp.Extensions.LanguageProtocol, Version=0.19.0.0, Culture=neutral, PublicKeyToken=6d868dff454e6022]])
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Swapping from Serial to Parallel
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Completing existing request process type Serial
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Queueing Parallel:textDocument/completion:10 request for processing
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Starting: Processing request textDocument/completion 10
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Starting: Routing Request (10) textDocument/completion
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Converting params for Request (10) textDocument/completion to OmniSharp.Extensions.LanguageServer.Protocol.Models.CompletionParams
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Converting params for Notification textDocument/completion to OmniSharp.Extensions.LanguageServer.Protocol.Models.CompletionParams
LspServer.Handlers.KeyCompletionHandler | Received completion: file:///c:/Users/danny/OneDrive/Desktop/Test.dat @ (line: 19, char: 1).
LspServer.Handlers.KeyCompletionHandler | Tree: {Type Gun, Test ["Asset_Bundle_Version", Test, Value, 1.0], Ignore_NPOT, ID 34305, Asset_Bundle_Version, Test2 {}}.
LspServer.Handlers.KeyCompletionHandler | Active node: {Type Gun, Test ["Asset_Bundle_Version", Test, Value, 1.0], Ignore_NPOT, ID 34305, Asset_Bundle_Version, Test2 {}}.
LspServer.Handlers.KeyCompletionHandler | Type: Gun.
LspServer.Files.AssetSpecDictionary | Resource not found: LspServer..Asset_Spec.sdg.unturned.itemgunasset, assembly-csharp.json.
LspServer.Handlers.KeyCompletionHandler | Spec: SDG.Unturned.Asset, Assembly-CSharp.
LspServer.Handlers.KeyCompletionHandler | tkn
OmniSharp.Extensions.LanguageServer.Server.Pipelines.ResolveCommandPipeline | Updating Resolve items with wrapped data for textDocument/completion:LspServer.Handlers.KeyCompletionHandler
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Response value was OmniSharp.Extensions.LanguageServer.Protocol.Models.CompletionList
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finished: Routing Request (10) textDocument/completion in 0ms
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Finished: Processing request textDocument/completion 10 in 0ms
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finding descriptors for textDocument/didChange
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Found attributes 1, unturned-data-file::file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Looking for handler for descriptors textDocument/didChange
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Checking handler textDocument/didChange:LspServer.Handlers.UnturnedAssetFileSyncHandler
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Registration options OmniSharp.Extensions.LanguageServer.Protocol.Models.TextDocumentChangeRegistrationOptions
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Document Selector [unturned-data-file, **/*.{dat,asset}]
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Handler Selected: LspServer.Handlers.UnturnedAssetFileSyncHandler  via [unturned-data-file, **/*.{dat,asset}] (targeting OmniSharp.Extensions.JsonRpc.IJsonRpcNotificationHandler`1[[OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams, OmniSharp.Extensions.LanguageProtocol, Version=0.19.0.0, Culture=neutral, PublicKeyToken=6d868dff454e6022]])
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Swapping from Parallel to Serial
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Cancelling any outstanding requests (switch from parallel to serial)
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Completing existing request process type Parallel
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Queueing Serial:textDocument/didChange request for processing
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Starting: Processing notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Starting: Routing Notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Converting params for Notification textDocument/didChange to OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams
LspServer.Handlers.UnturnedAssetFileSyncHandler | Received didChangeTextDocument: file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finished: Routing Notification textDocument/didChange in 0ms
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Finished: Processing notification textDocument/didChange in 0ms
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finding descriptors for textDocument/completion
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Found attributes 1, unturned-data-file::file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Looking for handler for descriptors textDocument/completion
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Checking handler textDocument/completion:LspServer.Handlers.KeyCompletionHandler
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Registration options OmniSharp.Extensions.LanguageServer.Protocol.Models.CompletionRegistrationOptions
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Document Selector [unturned-data-file, **/*.{dat,asset}]
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Handler Selected: LspServer.Handlers.KeyCompletionHandler  via [unturned-data-file, **/*.{dat,asset}] (targeting OmniSharp.Extensions.JsonRpc.IJsonRpcRequestHandler`2[[OmniSharp.Extensions.LanguageServer.Protocol.Models.CompletionParams, OmniSharp.Extensions.LanguageProtocol, Version=0.19.0.0, Culture=neutral, PublicKeyToken=6d868dff454e6022],[OmniSharp.Extensions.LanguageServer.Protocol.Models.CompletionList, OmniSharp.Extensions.LanguageProtocol, Version=0.19.0.0, Culture=neutral, PublicKeyToken=6d868dff454e6022]])
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Swapping from Serial to Parallel
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Completing existing request process type Serial
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Queueing Parallel:textDocument/completion:11 request for processing
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Starting: Processing request textDocument/completion 11
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Starting: Routing Request (11) textDocument/completion
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Converting params for Request (11) textDocument/completion to OmniSharp.Extensions.LanguageServer.Protocol.Models.CompletionParams
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Converting params for Notification textDocument/completion to OmniSharp.Extensions.LanguageServer.Protocol.Models.CompletionParams
LspServer.Handlers.KeyCompletionHandler | Received completion: file:///c:/Users/danny/OneDrive/Desktop/Test.dat @ (line: 19, char: 23).
LspServer.Handlers.KeyCompletionHandler | Tree: {Type Gun, Test ["Asset_Bundle_Version", Test, Value, 1.0], Ignore_NPOT, ID 34305, Master_Bundle_Override, Asset_Bundle_Version, Test2 {}}.
LspServer.Handlers.KeyCompletionHandler | Active node: Master_Bundle_Override.
LspServer.Handlers.KeyCompletionHandler | Type: Gun.
LspServer.Files.AssetSpecDictionary | Resource not found: LspServer..Asset_Spec.sdg.unturned.itemgunasset, assembly-csharp.json.
LspServer.Handlers.KeyCompletionHandler | Spec: SDG.Unturned.Asset, Assembly-CSharp.
LspServer.Handlers.KeyCompletionHandler | tkn
OmniSharp.Extensions.LanguageServer.Server.Pipelines.ResolveCommandPipeline | Updating Resolve items with wrapped data for textDocument/completion:LspServer.Handlers.KeyCompletionHandler
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Response value was OmniSharp.Extensions.LanguageServer.Protocol.Models.CompletionList
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finished: Routing Request (11) textDocument/completion in 0ms
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Finished: Processing request textDocument/completion 11 in 0ms
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finding descriptors for textDocument/didChange
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Found attributes 1, unturned-data-file::file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Looking for handler for descriptors textDocument/didChange
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Checking handler textDocument/didChange:LspServer.Handlers.UnturnedAssetFileSyncHandler
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Registration options OmniSharp.Extensions.LanguageServer.Protocol.Models.TextDocumentChangeRegistrationOptions
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Document Selector [unturned-data-file, **/*.{dat,asset}]
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Handler Selected: LspServer.Handlers.UnturnedAssetFileSyncHandler  via [unturned-data-file, **/*.{dat,asset}] (targeting OmniSharp.Extensions.JsonRpc.IJsonRpcNotificationHandler`1[[OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams, OmniSharp.Extensions.LanguageProtocol, Version=0.19.0.0, Culture=neutral, PublicKeyToken=6d868dff454e6022]])
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Swapping from Parallel to Serial
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Cancelling any outstanding requests (switch from parallel to serial)
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Completing existing request process type Parallel
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Queueing Serial:textDocument/didChange request for processing
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Starting: Processing notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Starting: Routing Notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Converting params for Notification textDocument/didChange to OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams
LspServer.Handlers.UnturnedAssetFileSyncHandler | Received didChangeTextDocument: file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finished: Routing Notification textDocument/didChange in 0ms
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Finished: Processing notification textDocument/didChange in 0ms
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finding descriptors for textDocument/didChange
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Found attributes 1, unturned-data-file::file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Looking for handler for descriptors textDocument/didChange
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Checking handler textDocument/didChange:LspServer.Handlers.UnturnedAssetFileSyncHandler
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Registration options OmniSharp.Extensions.LanguageServer.Protocol.Models.TextDocumentChangeRegistrationOptions
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Document Selector [unturned-data-file, **/*.{dat,asset}]
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Handler Selected: LspServer.Handlers.UnturnedAssetFileSyncHandler  via [unturned-data-file, **/*.{dat,asset}] (targeting OmniSharp.Extensions.JsonRpc.IJsonRpcNotificationHandler`1[[OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams, OmniSharp.Extensions.LanguageProtocol, Version=0.19.0.0, Culture=neutral, PublicKeyToken=6d868dff454e6022]])
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Queueing Serial:textDocument/didChange request for processing
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Starting: Processing notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Starting: Routing Notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Converting params for Notification textDocument/didChange to OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams
LspServer.Handlers.UnturnedAssetFileSyncHandler | Received didChangeTextDocument: file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finished: Routing Notification textDocument/didChange in 0ms
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Finished: Processing notification textDocument/didChange in 0ms
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finding descriptors for textDocument/completion
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Found attributes 1, unturned-data-file::file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Looking for handler for descriptors textDocument/completion
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Checking handler textDocument/completion:LspServer.Handlers.KeyCompletionHandler
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Registration options OmniSharp.Extensions.LanguageServer.Protocol.Models.CompletionRegistrationOptions
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Document Selector [unturned-data-file, **/*.{dat,asset}]
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Handler Selected: LspServer.Handlers.KeyCompletionHandler  via [unturned-data-file, **/*.{dat,asset}] (targeting OmniSharp.Extensions.JsonRpc.IJsonRpcRequestHandler`2[[OmniSharp.Extensions.LanguageServer.Protocol.Models.CompletionParams, OmniSharp.Extensions.LanguageProtocol, Version=0.19.0.0, Culture=neutral, PublicKeyToken=6d868dff454e6022],[OmniSharp.Extensions.LanguageServer.Protocol.Models.CompletionList, OmniSharp.Extensions.LanguageProtocol, Version=0.19.0.0, Culture=neutral, PublicKeyToken=6d868dff454e6022]])
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Swapping from Serial to Parallel
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Completing existing request process type Serial
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Queueing Parallel:textDocument/completion:12 request for processing
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Starting: Processing request textDocument/completion 12
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Starting: Routing Request (12) textDocument/completion
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Converting params for Request (12) textDocument/completion to OmniSharp.Extensions.LanguageServer.Protocol.Models.CompletionParams
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Converting params for Notification textDocument/completion to OmniSharp.Extensions.LanguageServer.Protocol.Models.CompletionParams
LspServer.Handlers.KeyCompletionHandler | Received completion: file:///c:/Users/danny/OneDrive/Desktop/Test.dat @ (line: 19, char: 23).
LspServer.Handlers.KeyCompletionHandler | Tree: {Type Gun, Test ["Asset_Bundle_Version", Test, Value, 1.0], Ignore_NPOT, ID 34305, Master_Bundle_Override, Asset_Bundle_Version, Test2 {}}.
LspServer.Handlers.KeyCompletionHandler | Active node: Master_Bundle_Override.
LspServer.Handlers.KeyCompletionHandler | Type: Gun.
LspServer.Files.AssetSpecDictionary | Resource not found: LspServer..Asset_Spec.sdg.unturned.itemgunasset, assembly-csharp.json.
LspServer.Handlers.KeyCompletionHandler | Spec: SDG.Unturned.Asset, Assembly-CSharp.
LspServer.Handlers.KeyCompletionHandler | tkn
OmniSharp.Extensions.LanguageServer.Server.Pipelines.ResolveCommandPipeline | Updating Resolve items with wrapped data for textDocument/completion:LspServer.Handlers.KeyCompletionHandler
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Response value was OmniSharp.Extensions.LanguageServer.Protocol.Models.CompletionList
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finished: Routing Request (12) textDocument/completion in 0ms
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Finished: Processing request textDocument/completion 12 in 0ms
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finding descriptors for textDocument/didChange
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Found attributes 1, unturned-data-file::file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Looking for handler for descriptors textDocument/didChange
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Checking handler textDocument/didChange:LspServer.Handlers.UnturnedAssetFileSyncHandler
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Registration options OmniSharp.Extensions.LanguageServer.Protocol.Models.TextDocumentChangeRegistrationOptions
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Document Selector [unturned-data-file, **/*.{dat,asset}]
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Handler Selected: LspServer.Handlers.UnturnedAssetFileSyncHandler  via [unturned-data-file, **/*.{dat,asset}] (targeting OmniSharp.Extensions.JsonRpc.IJsonRpcNotificationHandler`1[[OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams, OmniSharp.Extensions.LanguageProtocol, Version=0.19.0.0, Culture=neutral, PublicKeyToken=6d868dff454e6022]])
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Swapping from Parallel to Serial
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Cancelling any outstanding requests (switch from parallel to serial)
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Completing existing request process type Parallel
OmniSharp.Extensions.JsonRpc.ProcessScheduler | Queueing Serial:textDocument/didChange request for processing
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Starting: Processing notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Starting: Routing Notification textDocument/didChange
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Converting params for Notification textDocument/didChange to OmniSharp.Extensions.LanguageServer.Protocol.Models.DidChangeTextDocumentParams
LspServer.Handlers.UnturnedAssetFileSyncHandler | Received didChangeTextDocument: file:///c:/Users/danny/OneDrive/Desktop/Test.dat
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finished: Routing Notification textDocument/didChange in 0ms
OmniSharp.Extensions.JsonRpc.DefaultRequestInvoker | Finished: Processing notification textDocument/didChange in 0ms
OmniSharp.Extensions.LanguageServer.Shared.LspRequestRouter | Finding descriptors for textDocument/completion
OmniSharp.Extensions.LanguageServer.Server.Matchers.TextDocumentMatcher | Found attributes 1, unturned-data-file::file:///c:/Users/danny/OneDrive/Desktop/Test.dat
